B_Ion,A_Ion,C_Ion,AntiSolvent,Cell_Area,Solv_Anneal,HTL,Bandgap,Solvents,Backcontact,ETL,Synth_Atm,Dep_Procedure,Is_Module,Anneal_Temp,PCE,Voc,Jsc,FF
1,0.05; 0.79; 0.16,0.3; 2.7,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,40,0.56,,1.05,21.4
1,1,3,0,0,0,Unknown,1.5,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.687,8.51,1,12.38
1,0.05; 0.79; 0.16,0.51; 2.49,0,0,0,Unknown,,4; 1,Unknown,30,DMF; DMSO,Liquid,0,60,0.73,18.09,1.105,21.87
1,1,3,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.696,14.14,1.06,20.16
1,1,3,0,0,0,Unknown,1.55,1,Unknown,Unknown,DMF,Liquid,0,,0.68,13.28,0.94,20.47
1,1,3,0,0,0,Unknown,1.59,7; 3 >> 1 >> 1,Unknown,Unknown,DMF; DMSO >> IPA >> IPA,Liquid >> Liquid >> Liquid,0,,0.701,18.07,1.09,23.65
1,1,3,0,0,0,75,1.6,1,Unknown,30.0 | 80.0,DMSO,Liquid,0,60,0.707,15.15,1.03,20.68
1,1,3,0,0,0,Unknown,1.5,Unknown,Unknown,50.0 | 190.0,GBL,Liquid,0,15,0.411,2,0.7,6.94
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,,0.623,7.7,0.81,15.33
1,0.05; 0.79; 0.16,0.51; 2.49,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,45,,,,
1,1,3,0,0,0,30,1.6,Unknown,Unknown,20.0 | 10.0,DMF; GBL,Liquid,0,30,0.509,4.82,0.64,14.9
1,1,3,0,0,0,Unknown,1.6,1,Unknown,40.0 | 1000.0 | 1000.0,DMF,Liquid,0,30,0.67,7.9,0.85,13.85
1,1,3,0,0,0,Unknown,1.6,1,Unknown,nan | 5.0,DMF,Liquid,0,5,0.575,8.95,0.89,17.59
1,1,3,0,,0,Unknown,1.6,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.67,,0.94,19.33
1,0.07; 0.79; 0.14,0.45; 2.55,0,0,0,170,,4; 1,Unknown,70.0 | 80.0 | nan,DMF; DMSO,Liquid,0,30,0.726,20.02,1.16,23.8
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,nan | 400.0 | 500.0,DMF >> IPA,Liquid >> Liquid,0,,0.53,7.07,0.886,15.27
1,1,3,0,0,0,50,1.6,9; 1,Unknown,100.0 | 200.0,DMF; DMSO,Liquid,0,,0.549,9.15,0.94,17.66
1,1,3,0,0,0,Unknown,1.6,4; 1,Unknown,70.0 | 170.0,DMF; DMSO,Liquid,0,10,0.618,,0.89,16.25
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,30,0.42,3.5,0.75,11
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.71,16.62,1.08,21.64
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.72,15.14,1.01,20.82
1,1,3,0,0,0,Unknown,1.63,1 >> 1 >> 1 >> 1 >> 1 >> 1,Unknown,15,DMF >> IPA >> DMF >> IPA >> DMF >> IPA,Liquid >> Liquid >> Liquid >> Liquid >> Liquid >> Liquid,0,,0.692,14.6,1.05,20.1
1,1,3,0,0,0,300,1.6,1 >> 1,Unknown,70,DMF >> IPA,Liquid >> Liquid,0,,0.574,13.4,1.04,22.4
1,0.94; 0.06,0.18; 2.82,0,,0,Unknown,1.55,Unknown,Unknown,Unknown,Unknown,Unknown,0,900,0.829,,1.18,25.03
1,0.2; 0.8,3,0,0,0,Unknown,,3; 7,Unknown,6,DMSO; GBL,Liquid,0,20,0.6,11.9,0.94,21.17
1,0.85; 0.15,0.45; 2.55,0,,0,50,1.55,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.7551,,1.148,22.87
1,1,3,0,0,0,Unknown,1.6,4; 1,Unknown,40.0 | 174.0,DMF; DMSO,Liquid,0,10,0.67,14.31,1.038,20.482
1,1,3,0,0,0,Unknown,1.59,1,Unknown,Unknown,DMSO,Liquid,0,,0.531,7.31,0.99,13.6
1,0.85; 0.15,0.45; 0.065; 2.55,0,,0,Unknown,1.55,Unknown,Unknown,Unknown,Unknown,Unknown,0,1200,,,,
1,1,3,0,0,0,Unknown,1.54,1 >> 1,Unknown,40,DMF >> IPA,Liquid >> Liquid,0,,0.677,15.18,0.99,22.61
1,1,3,0,,0,Unknown,1.6,0.8; 0.2,Unknown,100 | nan,DMF; DMSO,Unknown,0,600,,,,11.56
1,1,3,0,0,0,40,1.6,1 >> 1,Unknown,40,DMF >> IPA,Liquid >> Liquid,0,,0.591,7,0.88,13.46
1,1,3,0,0,0,150,1.6,1 >> 1,Unknown,40,DMF >> none,Liquid >> Gas,0,,0.758,18.27,1.05,22.95
1,0.02; 0.15; 0.82,3,0,0,0,Unknown,,1; 0.79 >> 1,Unknown,20.0 | 5.0,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.752,17.46,1.02,22.77
1,1,3,0,0,0,Unknown,1.61,9; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,60,0.76,17,1.08,22.1
5,2; 4,3.2; 12.8,0,,0,Unknown,1.75,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,
1,0.04; 0.8; 0.16,0.49; 2.51,0,0,0,200,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,10,0.4,7.42,1.01,18.36
1,1,3,0,0,0,75,1.5,3; 7,Unknown,Unknown,DMSO; GBL,Liquid,0,10,0.591,10.71,1.06,17.1
1,1,3,0,0,0,35,2.32,1 >> 1,Unknown,Unknown,DMF >> Methanol,Liquid >> Liquid,0,,0.683,6.11,1.377,6.5
1,0.2; 0.8,0.3; 2.7,0,0,0,Unknown,,3; 7,Unknown,Unknown,DMSO; GBL,Liquid,0,15,0.701,11.36,1.065,15.2
1,1,3,0,0,0,Unknown,2.3,7; 3,Unknown,Unknown,DMSO; GBL,Liquid,0,,0.43,2.02,1.1,2.88
1,1,3,0,0,0,Unknown,1.5,1,Unknown,Unknown,DMF,Liquid,0,15,0.712,9.61,0.8,16.91
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,50,0.752,15.1,0.97,20.7
1,0.15; 0.85,3,0,,0,Unknown,1.55,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,
1,1,3,0,0,0,Unknown,1.6,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,5,0.73,15.76,1.02,21.21
1,1,3,0,0,0,Unknown,1.53,1 >> 1,Unknown,Unknown,DMF >> none,Liquid >> Gas,0,,0.72,10.82,0.87,17.24
1,1,3,0,0,0,Unknown,,1,Unknown,Unknown,DMSO,Liquid,0,,0.721,17.34,1.01,23.68
1,1,3,0,,0,Unknown,1.48,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,1.164,
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.607,8.14,0.8,16.76
1; 1,2,6,0,,0,Unknown,2.45,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.562,,1.04,2.59
0.008; 0.992,1,3,0,0,0,15,1.56,Unknown,Unknown,100.0 | nan,DMF; HPA,Liquid,0,10,0.765,14.9,1,19.6
0.2; 0.2; 0.2; 0.2; 0.2,1,3,0,,0,450,2.824,Unknown,Unknown,250,Unknown,Unknown,0,,,,,
1,0.05; 0.8075; 0.1425,0.45; 2.55,0,0,0,Unknown,1.62,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.736,19.2,1.13,23
1,0.2; 0.04; 0.63; 0.13,0.51; 2.49,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,60,0.671,17.5,1.19,22.3
1,0.92; 0.08,3,0,0,0,nan | 250.0,1.55,9; 1 >> 1,Unknown,40,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.745,19.95,1.11,24.11
1,1,3,0,0,0,Unknown,,Unknown,Unknown,nan | nan,DMF; DMSO,Liquid,0,3,0.7,33.4,0.97,0.077
1,1,3,0,0,0,30,1.6,1,Unknown,100.0 | 30.0,DMF,Liquid,0,,0.65,10.44,0.96,16.73
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,50,none >> IPA,Gas >> Liquid,0,,0.76,18.3,1.11,21.57
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,15,0.46,1.35,0.82,1.99
1,0.07; 0.725; 0.115,0.45; 2.55,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.747,19.77,1.173,22.57
1,0.175; 0.75; 0.075,3,0,,0,Unknown,1.52,0.1; 0.9,Unknown,Unknown,NMP; DMF,Unknown,0,900,,,,24.31
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.71,16.3,1.03,22.2
1,1,3,0,0,0,Unknown,1.6,1,Unknown,nan | 160.0,DMF,Liquid,0,60,0.63,10.48,0.925,18
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.62,9.3,0.88,17.2
1,1,3,0,,0,Unknown,1.55,0.8; 0.2,Unknown,nan | nan,DMF; DMSO,Unknown,0,,0.802,,1.092,22.78
1,1,3,0,0,0,Unknown,1.5,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.563,12.4,1.01,21.8
1,0.05; 0.88; 0.07,3,0,,0,Unknown,1.54,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.8444,,1.17,25.12
1,1,3,0,0,0,Unknown,1.48,4; 1 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.76,17.95,1.029,22.62
1,0.15; 0.85,3,0,0,0,Unknown,,9; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,10,0.527,10.18,0.873,22.13
1,1,3,0,0,0,40,1.6,1,Unknown,50.0 | nan,DMF,Liquid,0,25,0.75,6,0.92,8.4
1,1,3,0,0,0,150,1.6,1,Unknown,40.0 | 100.0,DMSO,Liquid,0,40,0.76,18.26,1.07,22.42
1,1,3,0,0,0,120,1.53,6; 4,Unknown,40.0 | 400.0,DMF; DMSO,Liquid,0,30,0.69,10.4,0.97,15
1,1,3,0,0,0,Unknown,1.5,nan >> nan,Unknown,Unknown,DMF >> DMF,Liquid >> Liquid,0,,0.793,19.06,1.07,22.52
1,1,2; 1,0,0,0,Unknown,2.07,1,Unknown,Unknown,DMSO,Liquid,0,,0.28,2.06,1.31,5.7
1,1,3,0,0,0,20,1.6,1 >> 1,Unknown,50,DMF >> IPA,Liquid >> Liquid,0,,0.503,4.69,0.941,9.9
1,0.01; 0.9; 0.02,0.45; 2.55,0,,0,200,1.55,Unknown,Unknown,30,Unknown,Unknown,0,,0.7795,,1.16,26
1,1,3,0,0,0,Unknown,1.6,1 | 1,Unknown,60,DMF | IPA,Liquid | Liquid,0,,0.43,7.13,0.79,21.15
1,1,3,0,0,0,Unknown,1.6,Unknown,Unknown,Unknown,Unknown >> none >> none,Liquid >> Gas >> Liquid,0,,0.652,6.97,0.908,11.77
5,4; 2,16,0,,0,Unknown,1.64,Unknown,Unknown,Unknown,DMF,Unknown,0,1800,0.4,,0.98,13.69
1,1,3,0,0,0,40,1.5,1,Unknown,40.0 | 2.0,DMF,Liquid,0,60,0.749,13.93,0.93,20.01
1,1,3,0,0,0,Unknown,1.6,3; 2,Unknown,Unknown,DMF; DMSO,Liquid,0,50,0.67,13.9,1.107,18.6
1,1,3,0,0,0,Unknown,1.61,1,Unknown,Unknown,DMF,Liquid,0,10,0.42,7.18,0.87,19.05
1,1,x; 1-x,0,,0,Unknown,2.3,Unknown,Unknown,Unknown,dimethyl formamide,Unknown,0,300,,,,
1,1,3,0,0,0,Unknown,1.6,1; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,100,0.544,8.05,0.91,16.26
0.7; 0.3,0.3; 0.7,3,0,0,0,Unknown,1.3,7; 3,Unknown,25.0 | 6.0,DMF; DMSO,Liquid,0,3,0.716,14.6,0.77,26.4
0.5; 0.5,0.05; 0.79; 0.16,3,0,0,0,Unknown,,4; 1,Unknown,nan | nan | 7.0,DMF; DMSO,Liquid,0,20,0.55,5.82,0.51,20.75
1,0.05; 0.9; 0.05,3,0,,0,Unknown,1.55,Unknown,Unknown,nan | nan,Unknown,Unknown,0,,0.815,,1.11,26.3
1,0.05; 0.79; 0.16,0.51; 2.49,0,0,0,2.0 | 60.0,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,45,,,,
1,1,3,0,0,0,Unknown,,4; 1,Unknown,20.0 | 6.0,DMF; DMSO,Liquid,0,15,0.653,6.74,0.512,20.12
1,1,3,0,0,0,Unknown,1.6,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,20,0.74,14.18,0.998,19.1
1,0.05; 0.81; 0.14,0.45; 2.55,0,0,0,10,,1,Unknown,Unknown,DMF,Liquid,0,10,0.67,15.19,1.07,21.23
1,1,3,0,0,0,10.0 | 90.0,1.6,1 >> 1,Unknown,1.0 | 5.0,none >> none,Gas >> Gas,0,,0.703,16.46,1.04,22.51
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,70.0 | 150.0,DMF >> none,Liquid >> Gas,0,,0.69,13.5,1.04,19
1,1,3,0,0,0,Unknown,1.6,26; 4,Unknown,Unknown,DMF; DMSO,Liquid,0,,0.74,17.5,1.125,20.7
1,0.05; 0.79; 0.16,0.51; 2.49,0,0,0,Unknown,,7; 3,Unknown,Unknown,DMF; DMSO,Liquid,0,60,0.65,15.8,1.05,23
1,0.1; 0.75; 0.15,0.35; 2.65,0,0,0,Unknown,,4; 1,Unknown,50,DMF; DMSO,Liquid,0,40,0.66,15.77,1.053,20.31
1,0.1; 0.74; 0.13,0.39; 2.48,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,60,0.755,19.25,1.1,23.1
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,50.0 | 500.0,DMF >> IPA,Liquid >> Liquid,0,,0.7,11.57,0.974,17.08
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,1,0.675,15.94,1.03,22.94
1,x; 1-x,y; 3-y,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.741,,1.09,22.7
1,0.14; 0.86,0.42; 2.58,0,0,0,Unknown,,4; 1,Unknown,nan | 20.0 | 5.0,DMF; DMSO,Liquid,0,60,0.779,18.4,1.04,22.66
1,1,3,0,0,0,320,1.6,3; 7,Unknown,40,DMSO; GBL,Liquid,0,10,0.72,15.46,1.06,20.39
1,0.85; 0.15,0.45; 2.55,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.544,12.58,1.052,22.01
1,0.01; 0.76; 0.14,0.45; 2.55,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,90,0.757,18.4,1.081,22.5
1,0.05; 0.79; 0.16,0.45; 2.55,0,0,0,Unknown,1.6,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,5,0.78,19.5,1.1,22.7
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,GBL,Liquid,0,15,0.483,2.07,0.84,5.27
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMSO,Liquid,0,30,0.601,12.45,0.9,22.92
1,1,3,0,,0,Unknown,1.54,0.8; 0.175; 0.025 >> nan,Unknown,Unknown,DMF; DMSO; NMP >> IPA,Unknown,0,,0.7585,,1.11,24.17
1,1,3,0,0,0,Unknown,1.6,7; 3 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.716,16.65,1.08,21.56
4,2; 3,13,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.8,,1.19,20.3
1,1,3,0,0,0,190,1.6,1; 1,Unknown,nan | 140.0,DMF; GBL,Liquid,0,10,0.67,13,0.98,19.8
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,,0.48,10.7,0.98,22.34
1,1,3,0,0,0,Unknown,1.6,9; 1 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.71,14.99,0.99,21.11
1,1,3,0,0,0,20.0 | 2.0,1.63,3; 7,Unknown,40,DMSO; GBL,Liquid,0,10,0.766,20.31,1.093,24.27
1,0.1; 0.9,3,0,0,0,Unknown,1.55,1,Unknown,45.0 | nan,DMSO,Liquid,0,60,0.73,15.6,1.06,19.13
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,45,0.63,12.58,1.01,19.9
1,1,3,0,0,0,Unknown,2.26,Unknown,Unknown,50,DMF; DMSO,Liquid,0,,0.41,1.1,1.04,2.5
1,2,2; 2,0,0,0,Unknown,2.1,1,Unknown,70.0 | 400.0,THF,Liquid,0,,0.489,0.49,0.656,1.52
1,1,3,0,0,0,40,1.6,1 >> 1,Unknown,40,DMF >> IPA,Liquid >> Liquid,0,,0.509,5.9,0.81,14.34
1,0.05; 0.79; 0.16,0.51; 2.49,0,0,0,Unknown,1.63,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.729,18.22,1.07,23.37
1; 1,1; 1,6,0,0,0,25000,1.94,Unknown,Unknown,14000,Acetic acid; Ethanol; Water,Liquid,0,,0.26,0,0.17,0.013
2,3,9,0,0,0,Unknown,,1 >> 1,Unknown,Unknown,DMF >> Toluene,Liquid >> Liquid,0,,0.587,0.07,0.39,0.31
1,1,3,0,0,0,Unknown,1.54,1,Unknown,Unknown,DMF,Liquid,0,50,0.541,11.2,0.93,22.47
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,19,none >> IPA,Liquid >> Liquid,0,,0.5,8.19,0.88,18.6
1,1,3,0,0,0,Unknown,1.58,1 >> 1,Unknown,30.0 | 150.0,Methylamine >> Methylamine,Liquid >> Liquid,0,,0.76,19.3,1.12,22.6
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,90,0.7,13.97,1.01,19.99
1,1,0.25; 2.75,0,0,0,Unknown,,11; 1 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.68,11.52,0.98,14.88
1,1,3,0,0,0,Unknown,1.6,Unknown,Unknown,35.0 | nan,Unknown,Liquid,0,,0.729,15.1,1.02,20.4
1,1,3,0,0,0,Unknown,1.6,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,10,0.764,19.15,1.11,22.58
1,1,3,0,0,0,5,1.6,1,Unknown,50.0 | 5.0,DMF,Liquid,0,5,0.702,16,1.11,20.5
1,1,3,0,0,0,Unknown,1.6,7; 3,Unknown,65.0 | 10.0,DMSO; GBL,Liquid,0,10,0.598,6.92,0.932,12.46
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,Unknown,DMF >> IPA,Liquid >> Liquid,0,,0.71,11.1,0.868,17.7
1,1,3,0,0,0,Unknown,1.585,1,Unknown,Unknown,DMF,Liquid,0,10,,12.3,,
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,30,0.31,0.01,0.2,0.1
1,1,3,0,0,0,200,1.6,1 >> 1,Unknown,50,DMF >> IPA,Liquid >> Liquid,0,,0.682,13.85,1.079,18.82
1,1,3,0,0,0,Unknown,1.6,1,Unknown,52.0 | 270.0,DMF,Liquid,0,,0.38,0.7,0.42,4.2
1,1,3,0,0,0,Unknown,1.58,12.5; 1 >> 3; 1,Unknown,Unknown,DMF; DMSO >> Ethanol; IPA,Liquid >> Liquid,0,,0.736,14.72,1.006,19.87
5,1; 4,16,0,0,0,Unknown,,1,Unknown,Unknown,DMF,Liquid,0,15,0.598,6.34,1.18,8.99
1,1,3,0,0,0,240,1.6,1,Unknown,Unknown,DMF,Liquid,0,10,0.67,10.6,0.979,16.1
1,0.05; 0.7917; 0.1583,0.5; 2.5,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.27,2.32,0.97,8.9
1,1,3,0,0,0,Unknown,1.6,9; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.752,17.6,1.02,22.5
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,15,0.436,3.87,0.598,14.8
1,1,3,0,,0,Unknown,1.5,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,
1,0.85; 0.15,0.45; 2.55,0,,0,20,1.52,Unknown,Unknown,30,Unknown,Unknown,0,,0.797,,1.066,24.77
1,1,3,0,0,0,Unknown,1.481,9; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,,0.69,16.89,1.1,22.31
1,1,3,0,0,0,100,1.6,7; 3,Unknown,Unknown,DMF; DMSO,Liquid,0,30,0.68,15.35,1.058,21.36
1,1,3,0,0,0,Unknown,1.6,1,Unknown,30,DMF,Liquid,0,10,0.732,15.96,1.041,20.93
1,1,3,0,,0,Unknown,1.6,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,20.9
1,0.85; 0.15,0.45; 2.55,0,0,0,Unknown,1.59,Unknown,Unknown,Unknown,DMF; DMSO,Liquid,0,60,0.718,15.86,1.12,19.78
1,1,3,0,,0,Unknown,1.7,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.82,,1.11,20.23
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,105,0.684,9.04,1.053,12.547
1,1,3,0,0,0,40,1.6,3; 7,Unknown,50,DMSO; GBL,Liquid,0,3,0.63,16.1,1.12,22.9
1,1,1; 2,0,0,0,100,,1; 9,Unknown,15.0 | 40.0,DMF; DMSO,Liquid,0,,0.778,14.4,1.22,15.2
1,1,3,0,0,0,Unknown,1.6,9; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,5,0.75,18.7,1.07,23.2
1,0.05; 0.95; 0.95,3,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.799,,1.16,25
1,1,3,0,0,0,Unknown,1.6,1,Unknown,nan | 8.0,DMF,Liquid,0,5,0.725,14.4,0.97,20.5
1,0.2; 0.8,0.6; 2.4,0,,0,Unknown,1.68,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,
1,1,3,0,,0,Unknown,1.68,1,Unknown,Unknown,DMF,Unknown,0,300,0.8433,,1.15,19.43
1,1,3,0,0,0,200,1.6,9; 1,Unknown,2.0 | nan,DMF; DMSO,Liquid,0,10,0.508,2.7,0.61,8.9
1,1,3,0,0,0,Unknown,1.6,4; 1,Unknown,30,DMF; DMSO,Liquid,0,,0.758,19.1,1.098,23
1,1,3,0,,0,Unknown,1.6,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,
1,1,3,0,0,0,Unknown,1.6,8; 9,Unknown,Unknown,DMF; NMP,Liquid,0,8,0.79,19.5,1.08,22.8
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,20.0 | 8.0,DMF >> IPA,Liquid >> Liquid,0,,0.778,17.75,1.09,20.89
1,0.85; 0.15,0.15; 2.85,0,,0,Unknown,1.3,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.69,,0.48,18.7
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,GBL,Liquid,0,60,0.602,11.38,0.945,20.03
1,1,3,0,0,0,350,1.57,1 >> 1,Unknown,20.0 | 100.0,DMF >> none,Liquid >> Gas,0,,0.65,14.14,1.04,20.91
1,1,3,0,0,0,Unknown,,Unknown,Unknown,Unknown,Toluene,Liquid,0,5,0.638,3.67,1.405,4.09
1,0.05; 0.79; 0.16,0.45; 2.55,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,60,,16.27,,
1,1,3,0,0,0,Unknown,1.6,1; 1 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.48,4.77,0.88,11.25
1,0.05; 0.79; 0.16,0.51; 2.49,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,60,0.798,18.9,1.1,21.5
1,1,3,0,0,0,Unknown,1.6,1 >> 1,Unknown,50,DMF >> IPA,Liquid >> Liquid,0,,0.616,11.62,0.99,19.05
1,1,3,0,0,0,Unknown,1.6,1,Unknown,nan | nan | 2.0,DMF,Liquid,0,5,0.77,13.8,0.91,19.5
1,0.25; 0.6; 0.15,0.6; 2.4,0,0,0,Unknown,1.7,Unknown,Unknown,Unknown,Unknown,Unknown,0,,0.705,14.1,1.12,17.8
1,2,4,0,0,0,Unknown,1.56,3; 7 >> 1,Unknown,30,DMSO; GBL >> none,Liquid >> Solid,0,,0.73,14.18,0.98,20.88
1,1,3,0,0,0,150,1.6,1,Unknown,Unknown,DMF,Liquid,0,,0.72,15.29,1.002,21.22
1,0.05; 0.93; 0.02,3,0,0,0,Unknown,,4; 1,Unknown,Unknown,DMF; DMSO,Liquid,0,,0.786,20.02,1.04,24.56
1,0.9; 0.1,0.03; 2.97,0,0,0,Unknown,,25; 4 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.666,16.54,1.05,23.64
1,1,1; 2,0,,0,Unknown,1.9,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,
1,0.83; 0.17,0.51; 2.49,0,0,0,Unknown,,Unknown,Unknown,30.0 | nan | 150.0,DMF; DMSO,Liquid,0,15,0.729,19.3,1.07,24.7
1,1,2; 1,0,,0,120,2.05,1,Unknown,35,DMSO,Unknown,0,600,0.7418,,1.31,12.44
1,1,3,0,0,0,Unknown,1.6,1,Unknown,Unknown,DMF,Liquid,0,60,0.7,13.96,0.98,20.36
1,0.15; 0.85,3,0,0,0,Unknown,,3; 7,Unknown,50.0 | 6.0,DMSO; GBL,Liquid,0,60,0.798,15.48,0.891,21.77
1,0.05; 0.95,0.1; 2.9,0,,0,Unknown,1.55,Unknown,Unknown,Unknown,DMF,Unknown,0,,0.727,,1.09,24.44
4,2; 0.15; 2.85,13,0,0,0,Unknown,,3; 7,Unknown,Unknown,DMSO; GBL,Liquid,0,10,0.725,13.74,1.11,17.08
1 | 1,1 | 1,3 | 3,0,0,0,Unknown,,1 >> 1,Unknown,nan | nan,DMF >> Toluene,Liquid >> Liquid,0,,0.619,7.19,0.76,15.4
1,1,3,0,0,0,Unknown,1.59,1,Unknown,200,DMF,Liquid,0,30,0.29,1.4,0.516,9.4
1,1,3,0,0,0,Unknown,1.6,1; 1 >> 1,Unknown,Unknown,DMF; DMSO >> IPA,Liquid >> Liquid,0,,0.55,5.3,0.9,10.75
1,1,x; 3-x,0,,0,Unknown,1.55,Unknown,Unknown,nan | nan,Unknown,Unknown,0,,0.8227,,1.04,21.17
0.5; 0.5,0.7; 0.3,3,0,,0,Unknown,,0.75; 0.25,Unknown,20 | 5,DMF; DMSO,Unknown,0,,0.8089,,0.866,33.18
1,0.9; 0.1,3,0,0,0,150,1.525,9; 1,Unknown,25,DMF; DMSO,Liquid >> Liquid | Liquid,0,,0.782,19.3,1.06,23.3
1,1,3,0,0,0,50,1.6,3; 1,Unknown,30.0 | 120.0,DMF; DMSO,Liquid,0,10,0.62,13.71,1.02,21.8
